id,company,title,publish_date,type,open_source,summary,details,url,tags,created_at
rss_https://simonwillison.net/2026/May/21/datasette-agent-2/#atom-everything,Simon Willison,datasette-agent 0.1a3,2026-05-21,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-agent/releases/tag/0.1a3"">datasette-agent 0.1a3</a></p>
        <blockquote>
<ul>
<li>""View SQL query"" buttons for both vis",,https://simonwillison.net/2026/May/21/datasette-agent-2/#atom-everything,,2026-05-22 06:01:31
rss_https://simonwillison.net/2026/May/20/datasette-agent-charts/#atom-everything,Simon Willison,datasette-agent-charts 0.1a1,2026-05-20,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-agent-charts/releases/tag/0.1a1"">datasette-agent-charts 0.1a1</a></p>
        <blockquote>
<ul>
<li>More color! Bar and waf",,https://simonwillison.net/2026/May/20/datasette-agent-charts/#atom-everything,,2026-05-22 06:01:31
rss_https://openai.com/index/gartner-2026-agentic-coding-leader,OpenAI,OpenAI named a Leader in enterprise coding agents by Gartner,2026-05-22,其他,否,"OpenAI is named a leader in the 2026 Gartner Magic Quadrant for Enterprise AI Coding Agents, with Codex recognized for innovation and enterprise-scale deployment.",,https://openai.com/index/gartner-2026-agentic-coding-leader,,2026-05-23 05:36:27
rss_https://huggingface.co/blog/nvidia/nemotron-labs-diffusion,Hugging Face,Towards Speed-of-Light Text Generation with Nemotron-Labs Diffusion Language Models,2026-05-23,其他,否,,,https://huggingface.co/blog/nvidia/nemotron-labs-diffusion,,2026-05-23 05:36:28
rss_https://simonwillison.net/2026/May/24/datasette/#atom-everything,Simon Willison,datasette 1.0a30,2026-05-24,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/simonw/datasette/releases/tag/1.0a30"">datasette 1.0a30</a></p>
        <p>The big new feature in this alpha is a new customizable ""Jump to..."" ",,https://simonwillison.net/2026/May/24/datasette/#atom-everything,,2026-05-25 06:20:39
rss_https://simonwillison.net/2026/May/24/datasette-agent/#atom-everything,Simon Willison,datasette-agent 0.1a4,2026-05-24,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-agent/releases/tag/0.1a4"">datasette-agent 0.1a4</a></p>
        <p>Taking advantage of the new <a href=""https://docs.datase",,https://simonwillison.net/2026/May/24/datasette-agent/#atom-everything,,2026-05-25 06:20:39
rss_https://simonwillison.net/2026/May/24/datasette-fixtures/#atom-everything,Simon Willison,datasette-fixtures 0.1a0,2026-05-24,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-fixtures/releases/tag/0.1a0"">datasette-fixtures 0.1a0</a></p>
        <p>One of the smaller features in <a href=""https://do",,https://simonwillison.net/2026/May/24/datasette-fixtures/#atom-everything,,2026-05-25 06:20:39
rss_https://huggingface.co/blog/agent-glossary,Hugging Face,"Harness, Scaffold, and the AI Agent Terms Worth Getting Right",2026-05-25,其他,否,,,https://huggingface.co/blog/agent-glossary,,2026-05-26 06:02:07
rss_https://openai.com/index/building-self-improving-tax-agents-with-codex,OpenAI,Building self-improving tax agents with Codex,2026-05-27,其他,否,"See how OpenAI, Thrive, and Crete built a self-improving tax agent with Codex, automating filings, improving accuracy, and accelerating workflows.",,https://openai.com/index/building-self-improving-tax-agents-with-codex,,2026-05-28 06:05:26
rss_https://openai.com/index/warp,OpenAI,Warp’s big bet on building open source with GPT-5.5,2026-05-27,其他,否,"Warp uses GPT-5.5 and OpenAI models to coordinate coding agents across local, cloud, and open-source development workflows.",,https://openai.com/index/warp,,2026-05-28 06:05:26
rss_https://huggingface.co/blog/ibm-research/itbench-aa,Hugging Face,ITBench-AA: Frontier Models Score Below 50% on the First Benchmark for Agentic Enterprise IT Tasks — by Artificial Analysis and IBM,2026-05-27,其他,否,,,https://huggingface.co/blog/ibm-research/itbench-aa,,2026-05-28 06:05:28
rss_https://simonwillison.net/2026/May/27/sqlite-agents/#atom-everything,Simon Willison,sqlite AGENTS.md,2026-05-27,其他,否,"<p><strong><a href=""https://github.com/sqlite/sqlite/blob/master/AGENTS.md"">sqlite AGENTS.md</a></strong></p>
SQLite gained an AGENTS.md file <a href=""https://github.com/sqlite/sqlite/commit/a1e577888",,https://simonwillison.net/2026/May/27/sqlite-agents/#atom-everything,,2026-05-28 06:05:30
rss_https://openai.com/index/endava,OpenAI,How Endava builds an agentic organization with Codex,2026-05-28,其他,否,"Learn how Endava uses Codex to build an agentic organization, accelerating software delivery and reducing requirements analysis from weeks to hours.",,https://openai.com/index/endava,,2026-05-29 06:07:16
rss_https://simonwillison.net/2026/May/29/datasette/#atom-everything,Simon Willison,datasette 1.0a31,2026-05-29,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/simonw/datasette/releases/tag/1.0a31"">datasette 1.0a31</a></p>
        <p>Another significant alpha release, with two new headline features.</p",,https://simonwillison.net/2026/May/29/datasette/#atom-everything,,2026-05-29 06:07:19
rss_https://simonwillison.net/2026/May/28/claude-opus-4-8/#atom-everything,Simon Willison,"Claude Opus 4.8: ""a modest but tangible improvement""",2026-05-28,其他,否,"<p>Anthropic shipped <a href=""https://www.anthropic.com/news/claude-opus-4-8"">Claude Opus 4.8</a> today. My favourite thing about it is this note in the release announcement:</p>
<blockquote>
<p>Users",,https://simonwillison.net/2026/May/28/claude-opus-4-8/#atom-everything,,2026-05-29 06:07:19
rss_https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-omni-3-5-videos/,Google AI,9 demos of Gemini Omni and Gemini 3.5 in action,2026-05-29,其他,否,Gemini Omni & Gemini 3.5 hero,,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-omni-3-5-videos/,,2026-05-30 05:43:59
rss_https://simonwillison.net/2026/May/30/how-we-contain-claude/#atom-everything,Simon Willison,How we contain Claude across products,2026-05-30,其他,否,"<p><strong><a href=""https://www.anthropic.com/engineering/how-we-contain-claude"">How we contain Claude across products</a></strong></p>
A complaint I often have about sandboxing products is that they ",,https://simonwillison.net/2026/May/30/how-we-contain-claude/#atom-everything,,2026-05-31 06:11:53
rss_https://huggingface.co/blog/nvidia/cosmos-3-for-physical-ai,Hugging Face,Welcome NVIDIA Cosmos 3: The First Open Omni-model for Physical AI Reasoning and Action,2026-06-01,其他,否,,,https://huggingface.co/blog/nvidia/cosmos-3-for-physical-ai,,2026-06-01 06:49:05
rss_https://simonwillison.net/2026/May/31/datasette/#atom-everything,Simon Willison,datasette 1.0a32,2026-05-31,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/simonw/datasette/releases/tag/1.0a32"">datasette 1.0a32</a></p>
        <p>A minor bugfix release. Fixes a bug with <code>INSERT ... RETURNING</",,https://simonwillison.net/2026/May/31/datasette/#atom-everything,,2026-06-01 06:49:06
rss_https://openai.com/index/openai-frontier-models-and-codex-are-now-available-on-aws,OpenAI,OpenAI frontier models and Codex are now available on AWS,2026-06-01,其他,否,"OpenAI frontier models and Codex are now generally available on AWS, giving enterprises a new path to build with OpenAI through the AWS environments, controls, and procurement workflows they already u",,https://openai.com/index/openai-frontier-models-and-codex-are-now-available-on-aws,,2026-06-02 06:30:56
rss_https://blog.google/innovation-and-ai/technology/ai/io-2026-google-ai/,Google AI,How we used Gemini to build Google I/O 2026,2026-06-01,其他,否,"A collage of I/O-related images, including the Antigravity Coffee Co. pop-up, a colorful jellyfish and a still from the Timmy TPU video. The word AI repeats three times on the left of the image, and t",,https://blog.google/innovation-and-ai/technology/ai/io-2026-google-ai/,,2026-06-02 06:30:57
rss_https://huggingface.co/blog/JetBrains/mellum2-launch,Hugging Face,Introducing Mellum2: A 12B Mixture-of-Experts Model by JetBrains,2026-06-01,其他,否,,,https://huggingface.co/blog/JetBrains/mellum2-launch,,2026-06-02 06:30:58
rss_https://huggingface.co/blog/ibm-research/agent-logic-and-scalable-ai-adoption,Hugging Face,Beyond LLMs: Why Scalable Enterprise AI Adoption Depends on Agent Logic,2026-06-01,其他,否,,,https://huggingface.co/blog/ibm-research/agent-logic-and-scalable-ai-adoption,,2026-06-02 06:30:58
rss_https://openai.com/index/codex-for-every-role-tool-workflow,OpenAI,"Codex for every role, tool, and workflow",2026-06-02,其他,否,"Discover new Codex plugins, sites, and annotations that help analysts, marketers, designers, investors, and other teams get more done with AI.",,https://openai.com/index/codex-for-every-role-tool-workflow,,2026-06-03 06:47:37
rss_https://openai.com/index/codex-for-knowledge-work,OpenAI,Codex is becoming a productivity tool for everyone,2026-06-02,其他,否,"The Next Era of Knowledge Work report explores how Codex is transforming productivity through AI-powered research, data analysis, workflow automation, and content creation.",,https://openai.com/index/codex-for-knowledge-work,,2026-06-03 06:47:37
rss_https://huggingface.co/blog/Hcompany/holo31,Hugging Face,Holo3.1: Fast & Local Computer Use Agents,2026-06-02,其他,否,,,https://huggingface.co/blog/Hcompany/holo31,,2026-06-03 06:47:39
rss_https://simonwillison.net/2026/Jun/2/microsofts-new-models/#atom-everything,Simon Willison,Microsoft's new MAI models,2026-06-02,其他,否,"<p>Microsoft <a href=""https://microsoft.ai/news/building-a-hillclimbing-machine-launching-seven-new-mai-models/"">announced two new text LLMs</a> this morning - <strong><a href=""https://microsoft.ai/ne",,https://simonwillison.net/2026/Jun/2/microsofts-new-models/#atom-everything,,2026-06-03 06:47:41
rss_https://simonwillison.net/2026/Jun/2/datasette-agent-micropython/#atom-everything,Simon Willison,datasette-agent-micropython 0.1a0,2026-06-02,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-agent-micropython/releases/tag/0.1a0"">datasette-agent-micropython 0.1a0</a></p>
        <p>I want <a href=""https://agent.da",,https://simonwillison.net/2026/Jun/2/datasette-agent-micropython/#atom-everything,,2026-06-03 06:47:41
rss_https://openai.com/index/introducing-new-capabilities-to-gpt-rosalind,OpenAI,Introducing new capabilities to GPT-Rosalind,2026-06-03,其他,否,"GPT-Rosalind advances life sciences research with enhanced biological reasoning, medicinal chemistry expertise, genomics analysis, and experimental workflow capabilities.",,https://openai.com/index/introducing-new-capabilities-to-gpt-rosalind,,2026-06-04 06:31:31
rss_https://huggingface.co/blog/adding-mcp-tools-to-reachy-mini,Hugging Face,Adding MCP Tools to Reachy Mini,2026-06-03,其他,否,,,https://huggingface.co/blog/adding-mcp-tools-to-reachy-mini,,2026-06-04 06:31:33
rss_https://simonwillison.net/2026/Jun/3/uber-caps-usage/#atom-everything,Simon Willison,Uber Caps Usage of AI Tools Like Claude Code to Manage Costs,2026-06-03,其他,否,"<p><strong><a href=""https://www.bloomberg.com/news/articles/2026-06-02/uber-caps-usage-of-ai-tools-like-claude-code-to-cut-costs"">Uber Caps Usage of AI Tools Like Claude Code to Manage Costs</a></stro",,https://simonwillison.net/2026/Jun/3/uber-caps-usage/#atom-everything,,2026-06-04 06:31:34
rss_https://openai.com/index/endava-frontiers,OpenAI,How Endava is redesigning software delivery around AI agents,2026-06-04,其他,否,"Learn how Endava is using AI agents, ChatGPT Enterprise, and Codex to accelerate software delivery, automate workflows, and build an AI-native culture across the enterprise.",,https://openai.com/index/endava-frontiers,,2026-06-05 06:16:21
rss_https://openai.com/index/chatgpt-memory-dreaming,OpenAI,Dreaming: Better memory for a more helpful ChatGPT,2026-06-04,其他,否,"ChatGPT introduces a new memory system to better remember preferences, keeping context fresh and relevant across conversations.",,https://openai.com/index/chatgpt-memory-dreaming,,2026-06-05 06:16:21
rss_https://huggingface.co/blog/nvidia/nemotron-3-5-content-safety,Hugging Face,Nemotron 3.5 Content Safety: Customizable Multimodal Safety for Global Enterprise AI,2026-06-04,其他,否,,,https://huggingface.co/blog/nvidia/nemotron-3-5-content-safety,,2026-06-05 06:16:23
rss_https://huggingface.co/blog/ServiceNow-AI/eva-bench-data,Hugging Face,"EVA-Bench Data 2.0: 3 Domains, 121 Tools, 213 Scenarios",2026-06-04,其他,否,,,https://huggingface.co/blog/ServiceNow-AI/eva-bench-data,,2026-06-05 06:16:23
rss_https://huggingface.co/blog/hf-cli-for-agents,Hugging Face,Designing the hf CLI as an agent-optimized way to work with the Hub,2026-06-04,其他,否,,,https://huggingface.co/blog/hf-cli-for-agents,,2026-06-05 06:16:23
rss_https://huggingface.co/blog/build-small-hackathon/thousand-token-wood-sim,Hugging Face,Thousand Token Wood: shipping a multi-agent economy on a 3B model,2026-06-05,其他,否,,,https://huggingface.co/blog/build-small-hackathon/thousand-token-wood-sim,,2026-06-06 05:49:43
rss_https://huggingface.co/blog/build-small-hackathon/thousand-token-wood-sim-v2,Hugging Face,"Five labs, five minds: building a multi-model finance drama on small models",2026-06-06,其他,否,,,https://huggingface.co/blog/build-small-hackathon/thousand-token-wood-sim-v2,,2026-06-07 06:17:19
rss_https://simonwillison.net/2026/Jun/7/datasette-agent-edit/#atom-everything,Simon Willison,datasette-agent-edit 0.1a0,2026-06-07,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-agent-edit/releases/tag/0.1a0"">datasette-agent-edit 0.1a0</a></p>
        <p>I'm planning several plugins for <a href=""http",,https://simonwillison.net/2026/Jun/7/datasette-agent-edit/#atom-everything,,2026-06-08 06:31:24
rss_https://openai.com/index/economic-research-exchange,OpenAI,Introducing the OpenAI Economic Research Exchange,2026-06-08,其他,否,"OpenAI launches the Economic Research Exchange to study AI’s impact on jobs, productivity, and the economy. Applications are now open for selected research projects.",,https://openai.com/index/economic-research-exchange,,2026-06-09 06:04:03
rss_https://huggingface.co/blog/openenv-agentic-rl,Hugging Face,The Open Source Community is backing OpenEnv for Agentic RL,2026-06-08,其他,否,,,https://huggingface.co/blog/openenv-agentic-rl,,2026-06-09 06:04:05
rss_https://deepmind.google/blog/fluid-natural-voice-translation-with-gemini-35-live-translate/,Google DeepMind,"Fluid, natural voice translation with Gemini 3.5 Live Translate",2026-06-09,其他,否,"Gemini 3.5 Live Translate brings near real-time, natural speech translation to Google AI Studio, Google Translate and Google Meet.",,https://deepmind.google/blog/fluid-natural-voice-translation-with-gemini-35-live-translate/,,2026-06-10 06:16:57
rss_https://deepmind.google/blog/introducing-gemma-4-12b-a-unified-encoder-free-multimodal-model/,Google DeepMind,"Introducing Gemma 4 12B: a unified, encoder-free multimodal model",2026-06-09,其他,否,,,https://deepmind.google/blog/introducing-gemma-4-12b-a-unified-encoder-free-multimodal-model/,,2026-06-10 06:16:57
rss_https://huggingface.co/blog/ServiceNow-AI/code-switching,Hugging Face,Can Voice Agents Handle Bilingual Customers? Benchmarking Frontier ASR on Code-Switched Speech,2026-06-09,其他,否,,,https://huggingface.co/blog/ServiceNow-AI/code-switching,,2026-06-10 06:16:57
rss_https://huggingface.co/blog/CohereLabs/introducing-north-mini-code,Hugging Face,Introducing North Mini Code: Cohere’s First Model For Developers,2026-06-09,其他,否,,,https://huggingface.co/blog/CohereLabs/introducing-north-mini-code,,2026-06-10 06:16:57
rss_https://huggingface.co/blog/mishig/spaces-agents-md,Hugging Face,How an Agent Built a 3D Paris Gallery by Chaining Two Hugging Face Spaces,2026-06-09,其他,否,,,https://huggingface.co/blog/mishig/spaces-agents-md,,2026-06-10 06:16:57
rss_https://simonwillison.net/2026/Jun/10/if-claude-fable-stops-helping-you/#atom-everything,Simon Willison,"If Claude Fable stops helping you, you'll never know",2026-06-10,其他,否,"<p><strong><a href=""https://jonready.com/blog/posts/claude-fable5-is-allowed-to-sabotage-your-app-if-youre-a-competitor.html"">If Claude Fable stops helping you, you&#x27;ll never know</a></strong></p>",,https://simonwillison.net/2026/Jun/10/if-claude-fable-stops-helping-you/#atom-everything,,2026-06-10 06:16:59
rss_https://simonwillison.net/2026/Jun/9/claude-fable-5/#atom-everything,Simon Willison,Initial impressions of Claude Fable 5,2026-06-09,其他,否,"<p>I didn't have early access to today's <a href=""https://www.anthropic.com/news/claude-fable-5-mythos-5"">Claude Fable 5</a> release, but I've spent the past ~5.5 hours putting it through its paces. M",,https://simonwillison.net/2026/Jun/9/claude-fable-5/#atom-everything,,2026-06-10 06:16:59
rss_https://simonwillison.net/2026/Jun/9/agentsview-custom-model-price/#atom-everything,Simon Willison,Setting a custom price for a model in AgentsView,2026-06-09,其他,否,"<p><strong>TIL:</strong> <a href=""https://til.simonwillison.net/llms/agentsview-custom-model-price"">Setting a custom price for a model in AgentsView</a></p>
        <p>I've been really enjoying <a hre",,https://simonwillison.net/2026/Jun/9/agentsview-custom-model-price/#atom-everything,,2026-06-10 06:16:59
rss_https://openai.com/index/openai-on-oracle-cloud,OpenAI,Access OpenAI models and Codex through your Oracle cloud commitment,2026-06-10,其他,否,"Access OpenAI models and Codex through Oracle Cloud, using existing commitments to build and deploy AI with enterprise security and governance.",,https://openai.com/index/openai-on-oracle-cloud,,2026-06-11 06:43:29
rss_https://simonwillison.net/2026/Jun/11/anthropic-walks-back-policy/#atom-everything,Simon Willison,Anthropic Walks Back Policy That Could Have ‘Sabotaged’ AI Researchers Using Claude,2026-06-11,其他,否,"<p><strong><a href=""https://www.wired.com/story/anthropic-responds-to-backlash-on-claudes-secret-sabotage-on-ai-research/"">Anthropic Walks Back Policy That Could Have ‘Sabotaged’ AI Researchers Using ",,https://simonwillison.net/2026/Jun/11/anthropic-walks-back-policy/#atom-everything,,2026-06-11 06:43:33
rss_https://simonwillison.net/2026/Jun/10/datasette-agent/#atom-everything,Simon Willison,datasette-agent 0.2a0,2026-06-10,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-agent/releases/tag/0.2a0"">datasette-agent 0.2a0</a></p>
        <p>Highlights from the release notes:</p>
<blockquote>
<ul>",,https://simonwillison.net/2026/Jun/10/datasette-agent/#atom-everything,,2026-06-11 06:43:33
rss_https://deepmind.google/blog/investing-in-multi-agent-ai-safety-research/,Google DeepMind,Investing in multi-agent AI safety research,2026-06-10,其他,否,Google DeepMind and partners announce a $10M funding call for multi-agent safety research.,,https://deepmind.google/blog/investing-in-multi-agent-ai-safety-research/,,2026-06-12 06:28:15
rss_https://simonwillison.net/2026/Jun/11/fable-is-relentlessly-proactive/#atom-everything,Simon Willison,Claude Fable is relentlessly proactive,2026-06-11,其他,否,"<p>After two days of experience with <a href=""https://simonwillison.net/2026/Jun/9/claude-fable-5/"">Claude Fable 5</a> I think the best way to describe it is <strong>relentlessly proactive</strong>. I",,https://simonwillison.net/2026/Jun/11/fable-is-relentlessly-proactive/#atom-everything,,2026-06-12 06:28:18
rss_https://simonwillison.net/2026/Jun/11/datasette/#atom-everything,Simon Willison,datasette 1.0a33,2026-06-11,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/simonw/datasette/releases/tag/1.0a33"">datasette 1.0a33</a></p>
        <p>This alpha is a significant step on the road to a stable 1.0, finally",,https://simonwillison.net/2026/Jun/11/datasette/#atom-everything,,2026-06-12 06:28:18
rss_https://huggingface.co/blog/allenai/olmo-eval,Hugging Face,olmo-eval: An evaluation workbench for the model development loop,2026-06-12,其他,否,,,https://huggingface.co/blog/allenai/olmo-eval,,2026-06-13 06:11:15
rss_https://simonwillison.net/2026/Jun/15/datasette-agent/#atom-everything,Simon Willison,datasette-agent 0.3a0,2026-06-15,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-agent/releases/tag/0.3a0"">datasette-agent 0.3a0</a></p>
        <blockquote>
<ul>
<li>New tool, <code>execute_write_sql</co",,https://simonwillison.net/2026/Jun/15/datasette-agent/#atom-everything,,2026-06-16 07:17:37
rss_https://simonwillison.net/2026/Jun/15/axios-clashes-anthropics/#atom-everything,Simon Willison,"""They screwed us"": Personality clashes sent Anthropic's models offline",2026-06-15,其他,否,"<p><strong><a href=""https://www.axios.com/2026/06/15/anthropic-white-house-fable-mythos"">&quot;They screwed us&quot;: Personality clashes sent Anthropic&#x27;s models offline</a></strong></p>
Lots of ",,https://simonwillison.net/2026/Jun/15/axios-clashes-anthropics/#atom-everything,,2026-06-16 07:17:37
rss_https://openai.com/index/deployment-simulation,OpenAI,Predicting model behavior before release by simulating deployment,2026-06-16,其他,否,"OpenAI introduces Deployment Simulation, a method to predict AI model behavior before deployment using real conversation data to improve safety and evaluation accuracy.",,https://openai.com/index/deployment-simulation,,2026-06-17 07:02:36
rss_https://simonwillison.net/2026/Jun/16/datasette/#atom-everything,Simon Willison,datasette 1.0a34,2026-06-16,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/simonw/datasette/releases/tag/1.0a34"">datasette 1.0a34</a></p>
        <p>Quoting the release notes:</p>
<blockquote>
<p>The big feature in thi",,https://simonwillison.net/2026/Jun/16/datasette/#atom-everything,,2026-06-17 07:02:39
rss_https://simonwillison.net/2026/Jun/16/datasette-tailscale/#atom-everything,Simon Willison,datasette-tailscale 0.1a0,2026-06-16,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-tailscale/releases/tag/0.1a0"">datasette-tailscale 0.1a0</a></p>
        <p>A very experimental alpha plugin which lets you ",,https://simonwillison.net/2026/Jun/16/datasette-tailscale/#atom-everything,,2026-06-17 07:02:39
rss_https://blog.google/innovation-and-ai/models-and-research/google-research/amie-for-disease-management-in-nature/,Google AI,"New research shows how AMIE, our medical AI, could help manage health conditions.",2026-06-17,其他,否,"<img src=""https://storage.googleapis.com/gweb-uniblog-publish-prod/images/AMIE_Mx_Nature_Social_Visual_Va.max-600x600.format-webp.webp"" />Research in “Nature” shows our conversational AI system matche",,https://blog.google/innovation-and-ai/models-and-research/google-research/amie-for-disease-management-in-nature/,,2026-06-18 06:46:55
rss_https://huggingface.co/blog/amazon/strands-lerobot-hub-to-hardware,Hugging Face,From the Hugging Face Hub to robot hardware with Strands Agents and LeRobot,2026-06-17,其他,否,,,https://huggingface.co/blog/amazon/strands-lerobot-hub-to-hardware,,2026-06-18 06:46:56
rss_https://huggingface.co/blog/agentic-resource-discovery-launch,Hugging Face,Agentic Resource Discovery: Let agents search,2026-06-17,其他,否,,,https://huggingface.co/blog/agentic-resource-discovery-launch,,2026-06-18 06:46:56
rss_https://openai.com/index/improving-health-intelligence-in-chatgpt,OpenAI,Improving health intelligence in ChatGPT,2026-06-18,其他,否,"Learn how GPT-5.5 Instant improves ChatGPT’s health and wellness responses with stronger reasoning, better context, clearer communication, and physician-informed evaluations.",,https://openai.com/index/improving-health-intelligence-in-chatgpt,,2026-06-19 06:59:25
rss_https://deepmind.google/blog/securing-the-future-of-ai-agents/,Google DeepMind,Securing the future of AI agents,2026-06-16,其他,否,"Securing internal systems with an AI Control Roadmap, combining traditional safeguards and real-time monitoring.",,https://deepmind.google/blog/securing-the-future-of-ai-agents/,,2026-06-19 06:59:25
rss_https://huggingface.co/blog/ServiceNow/mosaicleaks,Hugging Face,MosaicLeaks: Can your research agent keep a secret?,2026-06-18,其他,否,,,https://huggingface.co/blog/ServiceNow/mosaicleaks,,2026-06-19 06:59:26
rss_https://huggingface.co/blog/is-it-agentic-enough,Hugging Face,Is it agentic enough? Benchmarking open models on your own tooling,2026-06-18,其他,否,,,https://huggingface.co/blog/is-it-agentic-enough,,2026-06-19 06:59:26
rss_https://simonwillison.net/2026/Jun/18/datasette-apps/#atom-everything,Simon Willison,Datasette Apps: Host custom HTML applications inside Datasette,2026-06-18,其他,否,"<p>Today we launched a new plugin for Datasette, <a href=""https://github.com/datasette/datasette-apps"">datasette-apps</a>, with <a href=""https://datasette.io/blog/2026/datasette-apps/"">this launch ann",,https://simonwillison.net/2026/Jun/18/datasette-apps/#atom-everything,,2026-06-19 06:59:27
rss_https://simonwillison.net/2026/Jun/18/datasette-acl/#atom-everything,Simon Willison,datasette-acl 0.6a0,2026-06-18,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-acl/releases/tag/0.6a0"">datasette-acl 0.6a0</a></p>
        <blockquote>
<p>This release expands <code>datasette-acl</code>",,https://simonwillison.net/2026/Jun/18/datasette-acl/#atom-everything,,2026-06-19 06:59:27
rss_https://simonwillison.net/2026/Jun/15/datasette-apps-2/#atom-everything,Simon Willison,datasette-apps 0.1a3,2026-06-15,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-apps/releases/tag/0.1a3"">datasette-apps 0.1a3</a></p>
        <blockquote>
<ul>
<li>Fixed a bug where users without the <co",,https://simonwillison.net/2026/Jun/15/datasette-apps-2/#atom-everything,,2026-06-19 06:59:27
rss_https://simonwillison.net/2026/Jun/15/datasette-apps/#atom-everything,Simon Willison,datasette-apps 0.1a2,2026-06-15,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-apps/releases/tag/0.1a2"">datasette-apps 0.1a2</a></p>
        <blockquote>
<ul>
<li>Custom network/CSP origins for apps are",,https://simonwillison.net/2026/Jun/15/datasette-apps/#atom-everything,,2026-06-19 06:59:27
rss_https://openai.com/index/samsung-electronics-chatgpt-codex-deployment,OpenAI,Samsung Electronics brings ChatGPT and Codex to employees,2026-06-21,其他,否,"Samsung Electronics deploys ChatGPT Enterprise and Codex to employees worldwide, marking one of OpenAI’s largest enterprise AI rollouts.",,https://openai.com/index/samsung-electronics-chatgpt-codex-deployment,,2026-06-22 07:14:10
rss_https://simonwillison.net/2026/Jun/21/temporary-cloudflare-accounts/#atom-everything,Simon Willison,Temporary Cloudflare Accounts for AI agents,2026-06-21,其他,否,"<p><strong><a href=""https://blog.cloudflare.com/temporary-accounts/"">Temporary Cloudflare Accounts for AI agents</a></strong></p>
The announcement says this is ""for AI agents"" but (as is pretty common",,https://simonwillison.net/2026/Jun/21/temporary-cloudflare-accounts/#atom-everything,,2026-06-22 07:14:14
rss_https://openai.com/index/daybreak-securing-the-world,OpenAI,Daybreak: Tools for securing every organization in the world,2026-06-22,其他,否,"OpenAI introduces new Daybreak tools, including Codex Security and GPT-5.5-Cyber, to help organizations find, validate, and patch vulnerabilities at scale.",,https://openai.com/index/daybreak-securing-the-world,,2026-06-23 06:02:19
rss_https://openai.com/index/patch-the-planet,OpenAI,Patch the Planet: a Daybreak initiative to support open source maintainers,2026-06-22,其他,否,"OpenAI introduces Patch the Planet, a Daybreak initiative helping open-source maintainers find, validate, and fix vulnerabilities with AI and expert review.",,https://openai.com/index/patch-the-planet,,2026-06-23 06:02:19
rss_https://simonwillison.net/2026/Jun/22/porting-moebius/#atom-everything,Simon Willison,Porting the Moebius 0.2B image inpainting model to run in the browser with Claude Code,2026-06-22,其他,否,"<p>This morning <a href=""https://news.ycombinator.com/item?id=48630171"">on Hacker News</a> I saw <a href=""https://hustvl.github.io/Moebius/"">Moebius: 0.2B Lightweight Image Inpainting Framework with 1",,https://simonwillison.net/2026/Jun/22/porting-moebius/#atom-everything,,2026-06-23 06:02:22
rss_https://openai.com/index/gpt-5-immunology-mystery,OpenAI,How GPT-5 helped immunologist Derya Unutmaz solve a 3-year-old mystery,2026-06-23,其他,否,"GPT-5 Pro helped solve a 3-year-old immunology mystery, offering insights into T cell behavior. The breakthrough could support cancer and autoimmune research.",,https://openai.com/index/gpt-5-immunology-mystery,,2026-06-24 06:02:00
rss_https://huggingface.co/blog/ibm-research/cuga-apps,Hugging Face,Build real agentic apps using CUGA: two dozen working examples on a lightweight harness,2026-06-23,其他,否,,,https://huggingface.co/blog/ibm-research/cuga-apps,,2026-06-24 06:02:02
rss_https://huggingface.co/blog/huggingface-hub-release-ci,Hugging Face,"Shipping huggingface_hub every week with AI, open tools, and a human in the loop",2026-06-23,其他,否,,,https://huggingface.co/blog/huggingface-hub-release-ci,,2026-06-24 06:02:02
rss_https://huggingface.co/blog/cross-origin-storage,Hugging Face,Experimenting with the proposed Cross-Origin Storage API in Transformers.js,2026-06-23,其他,否,,,https://huggingface.co/blog/cross-origin-storage,,2026-06-24 06:02:02
rss_https://huggingface.co/blog/local-models-pr-triage,Hugging Face,We got local models to triage the OpenClaw repo for FREE!*,2026-06-22,其他,否,,,https://huggingface.co/blog/local-models-pr-triage,,2026-06-24 06:02:02
